Qty,Item,Price Level,Price Type,Resale Value,Resale Per Ticket,Resale Difference,Resale Date,Seatblock1
1,F02,5,DPP,$21.00,$21.00,$21.00,9/14/2019,"U:527:Y:23,23"
4,F02,2,R,$336.00,$84.00,$116.00,9/12/2019,"L:111:M:20,23"
1,F07,4,R,$149.99,$149.99,$89.99,11/15/2019,"L:130:S:14,14"
1,F07,4,R,$149.99,$149.99,$89.99,11/15/2019,"L:130:S:15,15"
1,F07,4,R,$149.99,$149.99,$89.99,11/15/2019,"L:130:S:16,16"
1,F07,4,R,$149.99,$149.99,$89.99,11/15/2019,"L:130:S:17,17"
1,F05,1,FS,$31.00,$31.00,-$10.71,11/8/2019,"L:123:Z:13,13"
3,F06,1,FS,$36.00,$12.00,-$89.13,11/22/2019,"L:124:NN:3,5"
2,F04,5,R,$34.00,$17.00,-$2.86,10/18/2019,"U:537:V:3,4"
4,F02,5,DPP,$84.56,$21.14,$84.56,8/13/2019,"U:513:X:6,9"
1,F03,4,DPP,$13.99,$13.99,$13.99,9/15/2019,"U:530:S:17,17"
2,F07,1,R,$360.00,$180.00,$200.00,11/28/2019,"L:110:EE:14,15"
1,F02,5,DPP,$21.99,$21.99,$21.99,9/13/2019,"U:514:U:8,8"
2,F01,5,R,$16.00,$8.00,-$20.86,9/6/2019,"U:537:V:3,4"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:529:W:7,7"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:539:O:5,5"
1,F03,5,R,$7.00,$7.00,-$11.43,9/9/2019,"U:515:J:10,10"
2,F02,2,SDE,$206.00,$103.00,$130.58,8/31/2019,"L:127:B:9,10"
2,F04,1,SC,$70.00,$35.00,$70.00,10/19/2019,"L:109:KK:9,10"
1,F02,5,DPP,$17.99,$17.99,$17.99,9/13/2019,"U:516:Z:12,12"
6,F07,1,R,"$1,254.00",$209.00,$774.00,11/24/2019,"L:109:T:5,10"
2,F02,1,R,$100.00,$50.00,-$4.28,9/13/2019,"U:506:K:34,35"
10,F06,3,DPP,$259.00,$25.90,$259.00,11/11/2019,"L:117:NN:16,25"
4,F02,1,R,$260.00,$65.00,$51.44,9/1/2019,"L:123:TT:5,8"
2,F07,1,R,$338.00,$169.00,$178.00,11/23/2019,"L:109:EE:10,11"
2,F04,5,R,$28.00,$14.00,-$8.86,10/14/2019,"U:518:F:17,18"
3,F02,1,DPP,$226.08,$75.36,$226.08,9/10/2019,"L:127:K:13,15"
2,F03,5,R,$19.00,$9.50,-$17.86,9/18/2019,"U:520:L:7,8"
2,F03,5,R,$19.00,$9.50,-$15.00,9/18/2019,"U:526:G:3,4"
2,F05,3,FS,$29.46,$14.73,-$32.26,11/6/2019,"L:112:GG:18,19"
2,F06,1,R,$12.00,$6.00,-$92.28,11/23/2019,"L:126:H:17,18"
2,F05,1,DPP,$101.88,$50.94,$101.88,9/18/2019,"L:109:U:5,6"
7,F02,3,VC,$315.00,$45.00,$315.00,9/12/2019,"L:113:FF:3,9"
3,F04,2,G3,$120.00,$40.00,$45.00,9/24/2019,"L:121:V:10,12"
2,F02,5,YA,$33.82,$16.91,$4.40,9/14/2019,"U:537:L:3,4"
2,F04,5,R,$18.00,$9.00,-$18.86,10/3/2019,"U:514:Q:5,6"
2,F03,2,R,$26.00,$13.00,-$68.28,9/21/2019,"L:121:N:13,14"
2,F04,2,R,$42.00,$21.00,-$68.00,10/12/2019,"U:532:W:1,2"
1,F04,2,R,$80.01,$80.01,$32.87,8/9/2019,"L:125:D:4,4"
1,F04,2,R,$80.01,$80.01,$32.87,8/9/2019,"L:125:D:5,5"
2,F05,1,R,$220.00,$110.00,$115.72,8/9/2019,"L:125:T:16,17"
2,F05,1,R,$50.00,$25.00,-$57.14,11/9/2019,"L:106:U:16,17"
12,F05,5,R,$180.00,$15.00,-$41.16,11/3/2019,"U:520:K:4,15"
5,F07,5,R,$535.00,$107.00,$235.00,11/23/2019,"U:520:X:19,23"
2,F05,4,DPP,$29.98,$14.99,$29.98,11/8/2019,"U:504:N:13,14"
2,F01,1,R,$40.00,$20.00,-$64.28,9/4/2019,"L:123:XX:18,19"
1,F01,5,R,$7.00,$7.00,-$10.00,9/4/2019,"U:528:N:15,15"
1,F03,5,R,$9.98,$9.98,-$8.45,9/20/2019,"U:523:H:9,9"
1,F02,5,DPP,$23.98,$23.98,$23.98,9/14/2019,"U:526:X:18,18"
2,F07,2,R,$400.00,$200.00,$302.84,11/20/2019,"L:127:E:21,22"
2,F03,5,FS,$15.98,$7.99,-$13.44,9/19/2019,"U:527:O:11,12"
4,F04,1,DPP,$125.24,$31.31,$125.24,10/15/2019,"U:534:L:32,35"
4,F02,1,R,$501.72,$125.43,$293.16,7/25/2019,"L:127:K:7,10"
4,F04,1,R,$318.24,$79.56,$109.68,7/25/2019,"L:127:K:7,10"
2,F07,2,R,$390.00,$195.00,$230.00,11/12/2019,"L:129:O:5,6"
3,F07,4,R,$372.00,$124.00,$192.00,11/18/2019,"U:511:K:13,15"
6,F07,3,R,"$1,185.96",$197.66,$765.96,10/22/2019,"L:119:Y:6,11"
2,F03,1,FS,$30.00,$15.00,-$55.72,9/20/2019,"L:127:VV:8,9"
2,F02,5,DPP,$43.98,$21.99,$43.98,9/14/2019,"U:517:V:11,12"
4,F02,1,R,$200.00,$50.00,-$8.56,9/13/2019,"U:531:A:12,15"
2,F07,1,R,$350.00,$175.00,$245.68,11/27/2019,"L:127:BB:9,10"
1,F05,5,R,$12.00,$12.00,-$6.43,11/9/2019,"U:512:O:17,17"
2,F02,1,R,$120.00,$60.00,$12.86,9/9/2019,"U:506:A:40,41"
2,F04,1,DPP,$70.56,$35.28,$70.56,10/14/2019,"L:109:VV:5,6"
3,F02,1,DPP,$402.63,$134.21,$402.63,9/10/2019,"L:125:H:12,14"
5,F04,1,R,$200.00,$40.00,-$67.85,10/2/2019,"L:128:Y:1,5"
3,F04,5,R,$45.00,$15.00,-$10.29,10/17/2019,"U:529:X:4,6"
1,F06,1,PDI,$6.05,$6.05,-$2.95,11/22/2019,"U:504:B:3,3"
7,F03,1,DPP,$146.93,$20.99,$146.93,9/16/2019,"U:534:O:20,26"
4,F06,4,R,$47.80,$11.95,-$72.20,10/9/2019,"U:536:G:8,11"
2,F05,1,R,$50.00,$25.00,-$54.28,11/8/2019,"L:126:VV:9,10"
2,F02,2,P,$64.00,$32.00,$28.48,9/7/2019,"U:535:Q:15,16"
2,F02,1,R,$228.36,$114.18,$124.08,7/24/2019,"L:110:G:7,8"
1,F03,5,R,$9.00,$9.00,-$9.43,9/20/2019,"U:514:P:10,10"
1,F07,5,R,$104.00,$104.00,$85.58,11/26/2019,"U:515:K:12,12"
2,F02,5,DPP,$40.00,$20.00,$40.00,9/14/2019,"U:512:T:27,28"
5,F07,5,R,$570.00,$114.00,$477.90,11/19/2019,"U:525:T:6,10"
2,F02,3,G3,$81.36,$40.68,$31.36,7/23/2019,"L:112:CC:10,11"
1,F05,4,DPP,$14.00,$14.00,$14.00,11/8/2019,"U:504:Q:3,3"
2,F02,1,FS,$120.00,$60.00,$34.28,9/14/2019,"L:123:CCC:12,13"
1,F02,5,DPP,$25.99,$25.99,$25.99,9/14/2019,"U:511:V:10,10"
1,F05,5,R,$16.00,$16.00,-$2.43,11/7/2019,"U:518:F:16,16"
5,F01,1,DPP,$89.80,$17.96,$89.80,9/6/2019,"L:128:GG:10,14"
5,F02,5,R,$124.75,$24.95,$32.60,9/11/2019,"U:511:N:10,14"
2,F05,1,DPP,$113.98,$56.99,$113.98,9/16/2019,"L:128:Y:19,20"
2,F05,5,R,$25.56,$12.78,-$8.44,9/16/2019,"U:537:O:6,7"
3,F07,1,R,$931.80,$310.60,$775.32,10/24/2019,"L:106:K:12,14"
3,F07,5,R,$294.00,$98.00,$114.00,11/9/2019,"U:527:W:22,24"
1,F03,4,DPP,$9.99,$9.99,$9.99,9/19/2019,"U:511:H:4,4"
3,F02,2,P,$87.00,$29.00,$33.72,9/11/2019,"U:532:V:11,13"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:514:P:16,17"
2,F07,2,YA,$400.00,$200.00,$324.52,11/27/2019,"L:124:C:21,22"
1,F02,5,DPP,$15.00,$15.00,$15.00,9/14/2019,"U:539:V:3,3"
3,F02,1,DPP,$162.84,$54.28,$162.84,8/23/2019,"L:128:Y:14,16"
5,F04,1,DPP,$187.45,$37.49,$187.45,8/11/2019,"L:106:NN:5,9"
1,F05,5,FS,$15.00,$15.00,$1.43,11/6/2019,"U:512:V:1,1"
2,F07,5,R,$200.00,$100.00,$80.00,11/11/2019,"U:527:X:18,19"
4,F06,1,R,$40.00,$10.00,-$168.56,11/22/2019,"L:123:YY:8,11"
3,F05,1,PDI,$87.00,$29.00,-$66.00,11/8/2019,"L:109:HH:8,10"
3,F04,2,G3,$180.00,$60.00,$105.00,9/23/2019,"L:121:D:1,3"
2,F07,3,R,$242.76,$121.38,$168.44,9/10/2019,"L:116:G:12,13"
4,F07,3,R,$461.24,$115.31,$312.60,9/10/2019,"L:116:G:16,19"
3,F07,5,R,$333.00,$111.00,$277.74,11/14/2019,"U:537:Y:11,13"
3,F07,2,R,$567.00,$189.00,$421.26,11/28/2019,"L:110:C:20,22"
1,F02,5,R,$21.90,$21.90,$3.47,9/10/2019,"U:521:K:20,20"
2,F04,4,R,$120.84,$60.42,$57.98,10/13/2019,"L:130:C:4,5"
2,F04,4,R,$70.00,$35.00,$7.14,10/13/2019,"L:130:C:6,7"
5,F01,1,DPP,$89.85,$17.97,$89.85,9/3/2019,"L:128:X:11,15"
4,F04,1,DPP,$147.92,$36.98,$147.92,9/14/2019,"L:110:JJ:1,4"
2,F07,5,R,$200.00,$100.00,$80.00,11/22/2019,"U:520:W:8,9"
2,F05,2,R,$150.00,$75.00,$52.86,11/1/2019,"L:124:A:14,15"
1,F07,5,V,$103.00,$103.00,$33.00,11/19/2019,"U:512:Y:22,22"
2,F06,1,R,$40.00,$20.00,-$67.14,11/4/2019,"L:128:RR:18,19"
2,F02,1,DPP,$138.00,$69.00,$138.00,9/10/2019,"L:123:K:9,10"
2,F03,1,R,$55.90,$27.95,-$51.24,9/10/2019,"L:125:RR:7,8"
2,F05,2,R,$157.50,$78.75,$63.22,9/21/2019,"L:125:C:13,14"
1,F05,2,R,$78.75,$78.75,$31.61,9/21/2019,"L:125:C:15,15"
1,F05,2,R,$78.75,$78.75,$31.61,9/21/2019,"L:125:C:16,16"
1,F05,2,R,$78.75,$78.75,$31.61,9/21/2019,"L:125:C:17,17"
1,F05,2,R,$78.75,$78.75,$31.61,9/21/2019,"L:125:C:18,18"
1,F02,5,DPP,$17.99,$17.99,$17.99,9/13/2019,"U:518:X:4,4"
2,F01,5,YA,$12.00,$6.00,-$17.42,9/2/2019,"U:513:L:11,12"
6,F04,5,DPP,$98.58,$16.43,$98.58,10/19/2019,"U:516:L:8,13"
3,F04,5,DPP,$41.40,$13.80,$41.40,10/15/2019,"U:517:S:3,5"
2,F02,1,R,$130.00,$65.00,$22.86,9/14/2019,"L:107:CC:10,11"
2,F02,2,G3,$70.00,$35.00,$20.00,8/20/2019,"L:111:N:19,20"
2,F02,1,PDI,$85.00,$42.50,$7.00,9/12/2019,"U:504:B:11,12"
1,F03,1,R,$39.00,$39.00,-$13.14,9/21/2019,"L:106:F:19,19"
4,F02,5,R,$117.76,$29.44,$44.04,9/9/2019,"U:523:E:8,11"
2,F05,2,DPP,$35.90,$17.95,$35.90,11/8/2019,"L:129:F:7,8"
2,F07,1,R,$250.00,$125.00,$145.68,11/25/2019,"U:508:A:27,28"
2,F07,5,R,$174.00,$87.00,$137.16,9/12/2019,"U:514:R:6,7"
6,F05,1,DPP,$251.82,$41.97,$251.82,9/28/2019,"L:109:U:7,12"
9,F05,1,DPP,$404.64,$44.96,$404.64,9/28/2019,"L:109:X:7,15"
3,F03,5,R,$27.00,$9.00,-$28.29,9/14/2019,"U:518:F:16,18"
2,F07,1,R,$300.00,$150.00,$140.00,9/3/2019,"U:534:M:21,22"
1,F03,1,R,$35.00,$35.00,-$18.57,9/21/2019,"L:128:Y:7,7"
2,F04,2,G3,$30.00,$15.00,-$20.00,10/19/2019,"U:509:T:2,3"
2,F07,2,R,$300.00,$150.00,$140.00,11/16/2019,"L:111:NN:3,4"
2,F04,5,R,$24.00,$12.00,-$12.86,10/16/2019,"U:538:V:13,14"
2,F02,4,R,$100.00,$50.00,$40.00,9/12/2019,"L:130:LL:3,4"
6,F03,1,DPP,$108.54,$18.09,$108.54,9/10/2019,"U:532:O:1,6"
2,F04,1,R,$138.00,$69.00,$33.72,10/19/2019,"L:126:F:9,10"
2,F02,2,R,$290.00,$145.00,$195.72,9/8/2019,"L:126:A:10,11"
2,F03,3,R,$26.00,$13.00,-$48.28,9/14/2019,"L:116:QQ:25,26"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:529:W:10,10"
1,F02,3,P,$45.00,$45.00,$27.24,9/6/2019,"L:114:Q:5,5"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:520:L:11,11"
2,F01,5,R,$13.86,$6.93,-$20.14,9/4/2019,"U:527:M:15,16"
4,F05,1,DPP,$156.00,$39.00,$156.00,11/8/2019,"L:107:MM:22,25"
2,F07,4,R,$210.00,$105.00,$90.00,9/24/2019,"U:539:J:1,2"
2,F07,5,SR,$195.40,$97.70,$158.56,11/26/2019,"U:537:S:10,11"
3,F02,2,R,$237.00,$79.00,$95.58,9/10/2019,"L:123:E:5,7"
3,F04,1,DPP,$102.00,$34.00,$102.00,9/15/2019,"L:109:W:13,15"
4,F03,5,R,$40.40,$10.10,-$33.32,9/13/2019,"U:512:R:15,18"
2,F02,2,R,$192.60,$96.30,$98.32,9/12/2019,"L:127:A:13,14"
5,F02,2,R,$588.25,$117.65,$352.55,9/11/2019,"L:127:B:11,15"
4,F07,2,R,"$1,176.52",$294.13,$987.88,9/22/2019,"L:128:A:11,14"
2,F05,1,DPP,$42.00,$21.00,$42.00,11/9/2019,"L:127:XX:5,6"
4,F05,2,G3,$140.00,$35.00,$40.00,10/24/2019,"L:111:H:1,4"
2,F02,1,DPP,$211.86,$105.93,$211.86,9/13/2019,"L:107:J:3,4"
2,F02,5,DPP,$22.00,$11.00,$22.00,9/14/2019,"U:539:S:6,7"
3,F03,1,DPP,$38.97,$12.99,$38.97,9/21/2019,"L:110:U:2,4"
2,F02,1,PDI,$168.00,$84.00,$32.00,9/11/2019,"L:128:W:9,10"
2,F04,1,R,$162.00,$81.00,$57.72,10/17/2019,"L:127:L:12,13"
2,F05,4,SD,$24.00,$12.00,-$26.28,11/9/2019,"L:130:X:17,18"
2,F01,1,R,$79.10,$39.55,-$25.18,7/29/2019,"L:125:J:10,11"
2,F04,1,R,$100.00,$50.00,-$4.28,9/28/2019,"L:124:BBB:24,25"
2,F07,2,R,$398.00,$199.00,$300.84,11/1/2019,"L:126:A:14,15"
2,F02,2,R,$250.00,$125.00,$155.72,9/8/2019,"L:126:B:10,11"
7,F02,1,DPP,$245.42,$35.06,$245.42,9/11/2019,"U:508:N:24,30"
3,F04,2,R,$157.50,$52.50,$16.08,10/14/2019,"L:111:W:3,5"
6,F04,1,DPP,$209.94,$34.99,$209.94,8/2/2019,"L:110:NN:1,6"
2,F03,5,R,$16.00,$8.00,-$18.00,9/20/2019,"U:513:X:12,13"
10,F01,3,DPP,$109.80,$10.98,$109.80,9/6/2019,"L:117:JJ:13,22"
8,F03,3,DPP,$72.00,$9.00,$72.00,9/20/2019,"L:117:NN:8,15"
4,F06,1,R,$39.00,$9.75,-$169.56,11/23/2019,"L:126:T:9,12"
4,F06,1,R,$64.00,$16.00,-$150.28,11/18/2019,"L:122:OO:16,19"
4,F02,5,R,$100.00,$25.00,$26.28,9/10/2019,"U:515:M:3,6"
1,F03,3,G3,$10.00,$10.00,-$5.00,9/21/2019,"L:119:EE:18,18"
2,F03,2,R,$60.00,$30.00,-$34.28,9/21/2019,"L:106:D:21,22"
2,F04,1,SRE,$200.00,$100.00,$95.72,10/19/2019,"L:125:J:10,11"
4,F07,3,R,$632.00,$158.00,$352.00,11/26/2019,"L:114:P:13,16"
3,F06,1,R,$105.00,$35.00,-$51.42,9/28/2019,"L:126:P:15,17"
1,F02,2,R,$77.65,$77.65,$30.51,9/14/2019,"L:124:C:20,20"
2,F01,5,R,$16.00,$8.00,-$18.00,8/9/2019,"U:519:F:1,2"
4,F06,1,R,$116.00,$29.00,-$92.56,10/26/2019,"L:107:W:1,4"
3,F04,2,R,$306.69,$102.23,$160.98,10/9/2019,"L:126:B:3,5"
2,F04,5,R,$20.40,$10.20,-$16.46,8/6/2019,"U:528:R:9,10"
4,F04,2,G3,$120.00,$30.00,$20.00,9/18/2019,"L:111:J:1,4"
2,F02,2,P,$76.00,$38.00,$40.48,9/10/2019,"U:509:O:6,7"
4,F04,1,DPP,$89.96,$22.49,$89.96,10/19/2019,"U:506:O:4,7"
4,F02,1,DPP,$120.60,$30.15,$120.60,9/10/2019,"U:532:N:10,13"
1,F03,1,R,$30.00,$30.00,-$23.57,9/19/2019,"L:123:PP:16,16"
3,F07,2,R,$495.00,$165.00,$353.52,11/28/2019,"L:129:AA:3,5"
1,F03,4,DPP,$9.00,$9.00,$9.00,9/21/2019,"U:510:R:14,14"
2,F07,5,R,$360.00,$180.00,$240.00,11/28/2019,"U:529:Z:9,10"
6,F06,1,R,$90.00,$15.00,-$222.84,11/23/2019,"L:107:QQ:20,25"
2,F01,1,DPP,$37.98,$18.99,$37.98,9/1/2019,"L:124:F:8,9"
2,F04,5,R,$23.00,$11.50,-$13.86,10/16/2019,"U:515:O:1,2"
1,F06,5,R,$6.00,$6.00,-$12.43,11/22/2019,"U:529:W:6,6"
4,F06,2,R,$138.60,$34.65,-$49.96,9/24/2019,"L:107:A:5,8"
4,F01,1,R,$108.32,$27.08,-$100.24,9/3/2019,"L:107:YY:8,11"
3,F04,2,R,$240.03,$80.01,$98.61,8/6/2019,"L:125:D:1,3"
1,F02,1,DPP,$32.93,$32.93,$32.93,9/9/2019,"U:506:Q:25,25"
3,F04,1,DPP,$88.47,$29.49,$88.47,10/17/2019,"U:508:Q:3,5"
2,F04,1,R,$198.00,$99.00,$93.72,9/18/2019,"L:126:H:17,18"
2,F02,1,DPP,$174.76,$87.38,$174.76,9/13/2019,"L:125:T:9,10"
2,F04,1,R,$60.00,$30.00,-$47.14,10/18/2019,"L:122:U:9,10"
2,F07,1,SS,$339.50,$169.75,$179.50,11/29/2019,"L:128:H:13,14"
12,F03,4,DPP,$130.68,$10.89,$130.68,9/3/2019,"U:513:H:1,12"
2,F02,1,G3,$100.00,$50.00,$50.00,8/20/2019,"L:128:KK:17,18"
2,F04,1,R,$91.58,$45.79,-$28.42,10/11/2019,"L:123:M:11,12"
4,F03,1,R,$160.00,$40.00,-$48.56,9/16/2019,"L:126:P:18,21"
2,F03,1,R,$60.00,$30.00,-$44.28,9/19/2019,"L:107:Q:22,23"
1,F05,5,R,$12.00,$12.00,-$6.43,11/8/2019,"U:529:V:1,1"
2,F02,3,VC,$60.00,$30.00,$60.00,9/14/2019,"L:113:DD:15,16"
2,F04,1,PDI,$74.00,$37.00,$0.00,10/18/2019,"L:109:V:13,14"
5,F04,3,DPP,$139.45,$27.89,$139.45,10/9/2019,"L:117:NN:7,11"
1,F04,5,DPP,$14.99,$14.99,$14.99,10/17/2019,"U:515:X:4,4"
4,F07,2,R,$916.00,$229.00,$596.00,11/11/2019,"L:111:G:17,20"
4,F07,1,R,$900.00,$225.00,$691.36,11/11/2019,"L:122:Z:1,4"
1,F03,5,R,$7.00,$7.00,-$11.43,9/20/2019,"U:539:P:14,14"
2,F02,3,P,$90.00,$45.00,$54.48,9/3/2019,"L:112:AA:16,17"
2,F07,5,R,$298.00,$149.00,$261.16,11/28/2019,"U:521:D:3,4"
1,F04,5,FS,$20.00,$20.00,$5.29,10/7/2019,"U:528:T:10,10"
2,F05,2,DPP,$73.60,$36.80,$73.60,11/7/2019,"L:123:C:10,11"
4,F06,5,FS,$24.00,$6.00,-$34.84,11/1/2019,"U:519:G:20,23"
1,F06,5,FS,$6.00,$6.00,-$8.71,11/9/2019,"U:519:G:7,7"
3,F05,2,DPP,$49.44,$16.48,$49.44,11/8/2019,"L:111:NN:10,12"
1,F06,2,R,$44.99,$44.99,-$2.15,9/25/2019,"L:125:C:13,13"
1,F06,2,R,$44.99,$44.99,-$2.15,9/25/2019,"L:125:C:14,14"
1,F06,2,R,$44.99,$44.99,-$2.15,9/25/2019,"L:125:C:15,15"
1,F06,2,R,$44.99,$44.99,-$2.15,9/25/2019,"L:125:C:16,16"
1,F06,2,R,$44.99,$44.99,-$2.15,9/25/2019,"L:125:C:17,17"
1,F06,2,R,$44.99,$44.99,-$2.15,9/25/2019,"L:125:C:18,18"
5,F06,5,R,$30.00,$6.00,-$62.15,11/20/2019,"U:529:W:1,5"
2,F04,2,R,$123.98,$61.99,$29.70,8/11/2019,"L:107:E:11,12"
2,F07,5,R,$210.00,$105.00,$90.00,11/26/2019,"U:521:H:20,21"
2,F04,1,R,$184.16,$92.08,$79.88,7/29/2019,"L:125:J:10,11"
2,F03,1,R,$69.00,$34.50,-$35.28,9/1/2019,"L:125:M:7,8"
1,F03,2,R,$31.00,$31.00,-$16.14,9/16/2019,"L:125:E:17,17"
1,F07,4,R,$119.00,$119.00,$59.00,11/26/2019,"U:530:T:10,10"
3,F02,5,SC,$84.00,$28.00,$84.00,9/14/2019,"U:522:W:10,12"
4,F07,1,R,"$1,000.00",$250.00,$791.36,11/17/2019,"L:124:NN:22,25"
2,F06,2,R,$12.48,$6.24,-$81.80,11/23/2019,"L:121:B:3,4"
2,F05,1,R,$36.00,$18.00,-$74.00,11/4/2019,"U:534:P:9,10"
3,F07,4,R,$330.00,$110.00,$150.00,8/26/2019,"L:131:E:5,7"
2,F01,5,R,$12.00,$6.00,-$24.86,9/5/2019,"U:525:T:5,6"
2,F04,4,R,$60.00,$30.00,$0.00,9/29/2019,"U:537:E:12,13"
4,F04,1,R,$164.00,$41.00,-$50.28,10/6/2019,"L:128:RR:18,21"
4,F07,1,R,"$1,299.88",$324.97,"$1,091.24",9/13/2019,"L:125:Q:7,10"
5,F04,4,DPP,$124.90,$24.98,$124.90,10/13/2019,"U:510:R:8,12"
1,F05,1,DPP,$54.00,$54.00,$54.00,9/11/2019,"L:122:PP:17,17"
2,F05,1,DPP,$108.00,$54.00,$108.00,9/11/2019,"L:122:PP:18,19"
1,F07,1,SRE,$135.00,$135.00,$82.84,11/27/2019,"U:532:J:21,21"
2,F03,5,R,$12.00,$6.00,-$24.86,8/30/2019,"U:527:U:19,20"
2,F05,5,R,$23.74,$11.87,-$13.12,8/7/2019,"U:512:S:20,21"
1,F02,5,DPP,$28.99,$28.99,$28.99,9/14/2019,"U:528:Y:13,13"
2,F05,1,DPP,$107.86,$53.93,$107.86,9/16/2019,"L:109:W:9,10"
2,F03,5,GS,$14.00,$7.00,-$15.42,9/10/2019,"U:528:U:20,21"
4,F02,2,G3,$119.28,$29.82,$19.28,9/14/2019,"U:505:Y:8,11"
1,F03,4,DPP,$9.99,$9.99,$9.99,9/20/2019,"U:504:O:10,10"
2,F07,1,SR,$346.00,$173.00,$238.84,11/25/2019,"L:122:Y:21,22"
2,F01,1,DPP,$18.00,$9.00,$18.00,9/2/2019,"L:122:JJ:3,4"
1,F02,4,P,$35.00,$35.00,$17.24,9/7/2019,"U:530:P:6,6"
1,F07,1,SR,$142.00,$142.00,$88.42,11/29/2019,"L:122:FF:22,22"
2,F04,1,R,$84.00,$42.00,-$23.14,10/17/2019,"LOGE:302:A:13,14"
2,F02,4,FS,$100.00,$50.00,$52.00,9/10/2019,"U:529:B:5,6"
8,F05,5,R,$80.00,$10.00,-$67.44,10/30/2019,"U:529:Y:1,8"
4,F04,1,R,$220.00,$55.00,$11.44,10/15/2019,"L:108:X:7,10"
2,F07,2,SRE,$324.00,$162.00,$229.68,11/26/2019,"L:128:B:5,6"
2,F06,1,DPP,$12.00,$6.00,$12.00,11/22/2019,"L:110:LL:16,17"
2,F02,1,R,$244.00,$122.00,$136.86,9/8/2019,"L:125:V:7,8"
3,F03,3,DPP,$77.70,$25.90,$77.70,8/28/2019,"L:117:OO:4,6"
1,F05,5,R,$12.00,$12.00,-$6.43,11/8/2019,"U:537:Y:1,1"
1,F07,3,YA,$143.46,$143.46,$112.62,11/28/2019,"L:120:E:3,3"
2,F05,5,YA,$18.00,$9.00,-$11.42,10/28/2019,"U:525:R:15,16"
1,F02,5,V,$20.00,$20.00,-$25.00,9/14/2019,"U:518:R:24,24"
1,F05,5,R,$15.50,$15.50,-$2.93,11/6/2019,"U:537:W:11,11"
2,F07,4,R,$210.00,$105.00,$90.00,11/21/2019,"U:536:V:14,15"
3,F04,1,DPP,$104.94,$34.98,$104.94,10/5/2019,"U:506:K:4,6"
3,F02,1,DPP,$93.90,$31.30,$93.90,9/10/2019,"U:532:N:7,9"
1,F06,3,DPP,$6.00,$6.00,$6.00,11/22/2019,"L:116:Z:17,17"
1,F02,5,DPP,$22.99,$22.99,$22.99,9/14/2019,"U:538:Z:6,6"
1,F07,2,R,$150.00,$150.00,$70.00,11/23/2019,"L:121:JJ:22,22"
2,F05,1,DPP,$37.98,$18.99,$37.98,11/8/2019,"L:110:W:1,2"
6,F02,5,R,$180.00,$30.00,$69.42,9/7/2019,"U:537:V:1,6"
2,F02,3,R,$62.00,$31.00,-$28.00,9/14/2019,"L:112:Q:5,6"
2,F03,3,R,$40.00,$20.00,-$37.14,9/21/2019,"L:120:B:8,9"
2,F07,5,YA,$230.00,$115.00,$200.52,11/29/2019,"U:537:Q:13,14"
4,F05,5,R,$46.48,$11.62,-$21.52,10/8/2019,"U:513:P:11,14"
2,F02,2,R,$210.00,$105.00,$115.72,8/30/2019,"L:106:B:17,18"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:519:L:16,16"
3,F07,1,R,$597.00,$199.00,$357.00,11/24/2019,"L:109:U:18,20"
1,F02,5,DPP,$21.99,$21.99,$21.99,9/14/2019,"U:526:W:18,18"
1,F04,5,DPP,$12.99,$12.99,$12.99,10/16/2019,"U:517:P:9,9"
9,F05,1,DPP,$377.82,$41.98,$377.82,10/28/2019,"L:110:JJ:1,9"
2,F02,1,R,$60.00,$30.00,-$47.14,9/10/2019,"U:536:B:1,2"
6,F03,1,R,$156.00,$26.00,-$165.42,9/21/2019,"L:107:AA:17,22"
2,F06,1,R,$12.00,$6.00,-$92.28,11/22/2019,"L:128:GG:3,4"
2,F05,1,R,$80.00,$40.00,-$24.28,11/8/2019,"L:107:RR:22,23"
1,F04,5,DPP,$15.23,$15.23,$15.23,10/18/2019,"U:516:O:1,1"
1,F05,5,R,$13.00,$13.00,-$5.43,11/9/2019,"U:512:R:4,4"
2,F02,1,R,$118.00,$59.00,$13.72,9/4/2019,"U:508:A:29,30"
3,F02,2,G3,$150.00,$50.00,$75.00,8/22/2019,"L:111:D:6,8"
2,F04,5,R,$30.00,$15.00,-$6.86,10/15/2019,"U:513:L:9,10"
1,F03,5,R,$16.48,$16.48,-$0.52,9/18/2019,"U:526:J:7,7"
2,F04,1,DPP,$95.98,$47.99,$95.98,10/15/2019,"L:108:FF:24,25"
1,F02,5,DPP,$21.99,$21.99,$21.99,9/11/2019,"U:528:Z:18,18"
2,F05,5,FS,$16.00,$8.00,-$13.42,10/17/2019,"U:527:T:12,13"
1,F05,2,G3,$35.00,$35.00,$10.00,11/1/2019,"L:121:H:9,9"
4,F05,2,G3,$200.00,$50.00,$100.00,9/17/2019,"L:121:H:5,8"
4,F02,2,P,$108.00,$27.00,$36.96,9/13/2019,"U:506:X:14,17"
